Base Word,Guideword,Level,Part of Speech,Topic
charity,KINDNESS,C2,noun,
ability,,B1,noun,
charity,ORGANIZATION,B1,noun,
capability,,C1,noun,
ambiguity,,C2,noun,
alternative,,B2,noun,
authorize,,C1,verb,
appointment,,A2,noun,
arrangement,POSITION,B2,noun,
attachment,EQUIPMENT,B2,noun,
announcement,,B1,noun,
amusement,ENTERTAINMENT,B2,noun,
amendment,,C1,noun,
attachment,FEELING,C2,noun,
awareness,,C1,noun,
closeness,NEAR,C1,noun,
closeness,RELATIONSHIP,C1,noun,
blindness,NOT NOTICING,C2,noun,
clumsiness,,C2,noun,
coldness,TEMPERATURE,C2,noun,
author,,B1,noun,
calculator,,B1,noun,
ambassador,,B2,noun,
administrator,,C1,noun,
anchor,BOAT,C2,noun,
anchor,SUPPORT,C2,noun,
bartender,,B2,noun,
bomber,PERSON,B2,noun,
bomber,AIRCRAFT,C2,noun,
alcoholic,,C2,noun,
board,CLASSROOM,A1,noun,
cell phone,,A1,noun,
child,,A1,noun,
city,,A1,noun,
classroom,,A1,noun,
clock,,A1,noun,
actor,,A2,noun,
adjective,,A2,noun,
adverb,,A2,noun,
alarm clock,,A2,noun,
album,BOOK,A2,noun,
answer,TEST,A2,noun,
backpack,,A2,noun,
balloon,,A2,noun,
barbecue,EQUIPMENT,A2,noun,
bathing suit,,A2,noun,
battery,,A2,noun,
bill,,A2,noun,
block,DISTANCE,A2,noun,
block,AREA,A2,noun,
body,DEAD,A2,noun,
box,SQUARE SPACE,A2,noun,
break,STOP,A2,noun,
bridge,STRUCTURE,A2,noun,
brush,,A2,noun,
calendar,DAYS,A2,noun,
call,TELEPHONE,A2,noun,
case,CONTAINER,A2,noun,
center,MIDDLE,A2,noun,
century,,A2,noun,
check,REQUEST FOR PAYMENT,A2,noun,
chef,,A2,noun,
class,STANDARD,A2,noun,
classmate,,A2,noun,
click,,A2,noun,
closet,,A2,noun,
club,GROUP,A2,noun,
colleague,,A2,noun,
accountant,,B1,noun,
aim,,B1,noun,
airline,,B1,noun,
alarm,WAKING,B1,noun,
ambulance,,B1,noun,
answer,SOLUTION,B1,noun,
antique,,B1,noun,
area,PART,B1,noun,
article,GRAMMAR,B1,noun,
assignment,,B1,noun,
athlete,,B1,noun,
backyard,,B1,noun,
barbershop,,B1,noun,
bargain,,B1,noun,
bell,ELECTRICAL OBJECT,B1,noun,
blog,,B1,noun,
board,SURFACE,B1,noun,
book,FOR WRITING,B1,noun,
branch,BUSINESS,B1,noun,
break,VACATION,B1,noun,
break,DAMAGE,B1,noun,
bucket,,B1,noun,
bulletin board,,B1,noun,
canal,,B1,noun,
case,SITUATION,B1,noun,
cash machine,,B1,noun,
chance,OPPORTUNITY,B1,noun,
checkout,WEB SITE,B1,noun,
cinema,BUILDING,B1,noun,
clinic,,B1,noun,
club,DANCE,B1,noun,
coach,,B1,noun,
affair,SITUATION,B2,noun,
age,PERIOD,B2,noun,
agent,BUSINESS,B2,noun,
animal,NOT A PLANT,B2,noun,
approach,METHOD,B2,noun,
area,SUBJECT,B2,noun,
aspect,,B2,noun,
bakery,,B2,noun,
bang,,B2,noun,
bar,LONG PIECE,B2,noun,
barrier,PREVENTING,B2,noun,
base,MILITARY,B2,noun,
basis,METHOD,B2,noun,
battle,PROBLEMS/ILLNESS,B2,noun,
beam,,B2,noun,
bell,METAL OBJECT,B2,noun,
bend,,B2,noun,
billion,,B2,noun,
blade,,B2,noun,
bonus,EXTRA THING,B2,noun,
bonus,EXTRA MONEY,B2,noun,
bow,KNOT,B2,noun,
bow,WEAPON,B2,noun,
breakthrough,,B2,noun,
bullet,,B2,noun,
calendar,APPOINTMENTS,B2,noun,
candidate,JOB/ELECTION,B2,noun,
carnival,CELEBRATION,B2,noun,
carnival,ENTERTAINMENT,B2,noun,
cart,,B2,noun,
category,,B2,noun,
cause,REASON WHY,B2,noun,
cell,ROOM,B2,noun,
cemetery,,B2,noun,
chain,EVENTS,B2,noun,
citizen,TOWN/CITY,B2,noun,
claim,DEMAND,B2,noun,
clause,,B2,noun,
clue,SIGN,B2,noun,
accessory,,C1,noun,
agency,ORGANIZATION,C1,noun,
agenda,MEETING,C1,noun,
aid,EQUIPMENT,C1,noun,
ally,PERSON,C1,noun,
amateur,HOBBY,C1,noun,
amateur,NO SKILL,C1,noun,
angle,DIRECTION,C1,noun,
angle,WAY OF THINKING,C1,noun,
asset,USEFUL,C1,noun,
attorney,,C1,noun,
avenue,STREET,C1,noun,
basis,REASON,C1,noun,
basis,BEGINNING,C1,noun,
bid,ATTEMPT,C1,noun,
blank,SPACE,C1,noun,
boundary,LINE,C1,noun,
boundary,LIMIT,C1,noun,
bracket,GROUP,C1,noun,
breakdown,FAILURE,C1,noun,
bubble,,C1,noun,
burden,,C1,noun,
call,VISIT,C1,noun,
campaign,ACTIVITIES,C1,noun,
campaign,WAR,C1,noun,
cause,PRINCIPLE,C1,noun,
charge,CRIME,C1,noun,
chore,,C1,noun,
clutch,ENGINE,C1,noun,
code,RULES,C1,noun,
column,NUMBERS/WORDS,C1,noun,
advocate,,C2,noun,
agenda,IMPORTANT SUBJECTS,C2,noun,
ally,COUNTRY,C2,noun,
arch,,C2,noun,
arm,CHAIR,C2,noun,
assembly,GROUP,C2,noun,
attribute,,C2,noun,
avenue,POSSIBILITY,C2,noun,
back,SEAT,C2,noun,
band,THIN PIECE,C2,noun,
barn,,C2,noun,
base,MAIN PLACE,C2,noun,
base,MAIN PART,C2,noun,
battle,ARGUMENT,C2,noun,
bed,GROUND,C2,noun,
bet,GUESS,C2,noun,
blanket,LAYER,C2,noun,
blend,,C2,noun,
block,STOP PROGRESS,C2,noun,
blow,HIT,C2,noun,
blow,BAD EVENT,C2,noun,
body,GROUP,C2,noun,
break,OPPORTUNITY,C2,noun,
breakdown,division,C2,noun,
bridge,CONNECTION,C2,noun,
buzz,SOUND,C2,noun,
care,WORRY,C2,noun,
case,ARGUMENT,C2,noun,
ceiling,AMOUNT,C2,noun,
certainty,SURE THING,C2,noun,
challenge,DISAGREEMENT,C2,noun,
champion,SUPPORT,C2,noun,
chancellor,GOVERNMENT,C2,noun,
chancellor,LEADER,C2,noun,
charm,LUCKY,C2,noun,
chest,BOX,C2,noun,
chill,FEAR,C2,noun,
circuit,TRACK,C2,noun,
circuit,ELECTRIC,C2,noun,
circuit,EVENTS,C2,noun,
civilian,,C2,noun,
clash,FIGHT,C2,noun,
clash,DIFFERENCE,C2,noun,
climate,SITUATION,C2,noun,
biology,,A2,noun,
chicken,MEAT,A2,noun,
access,METHOD,B1,noun,
behavior,,B1,noun,
care,ATTENTION,B1,noun,
chance,LUCK,B1,noun,
absence,NOT EXISTING,B2,noun,
agriculture,,B2,noun,
balance,WEIGHT,B2,noun,
board,MEALS,B2,noun,
cardboard,,B2,noun,
centigrade,,B2,noun,
chaos,,B2,noun,
cloth,MATERIAL,B2,noun,
aid,SUPPLIES,C1,noun,
applause,,C1,noun,
archaeology,,C1,noun,
brass,METAL,C1,noun,
coal,FUEL,C1,noun,
age,OLD,C2,noun,
alarm,WORRY,C2,noun,
artificial intelligence,,C2,noun,
assembly,BUILD,C2,noun,
awe,,C2,noun,
baggage,FEELINGS,C2,noun,
bark,TREE,C2,noun,
blackmail,,C2,noun,
blood,FAMILY ORIGIN,C2,noun,
bribery,,C2,noun,
bureaucracy,RULES,C2,noun,
cause,REASON FOR,C2,noun,
color,INTEREST,C2,noun,
color,SKIN,C2,noun,
afternoon,,A1,noun,
age,HOW OLD,A1,noun,
April,,A1,noun,
August,,A1,noun,
building,,A2,noun,
chain,METAL RINGS,A2,noun,
change,DIFFERENCE,A2,noun,
change,SOMETHING NEW,A2,noun,
advantage,USEFUL THING,B1,noun,
attack,,B1,noun,
battle,WAR,B1,noun,
benefit,HELP,B1,noun,
challenge,DIFFICULT,B1,noun,
chance,POSSIBILITY,B1,noun,
charge,MONEY,B1,noun,
chili,VEGETABLE,B1,noun,
cod,,B1,noun,
absence,NOT PRESENT,B2,noun,
abuse,BAD TREATMENT,B2,noun,
abuse,WRONG USE,B2,noun,
advance,PROGRESS,B2,noun,
advantage,SUCCESS,B2,noun,
analysis,,B2,noun,
backup,EXTRA HELP,B2,noun,
belief,IDEA,B2,noun,
campus,,B2,noun,
class,ECONOMIC GROUP,B2,noun,
collapse,,B2,noun,
abuse,WRONG ACTION,C1,noun,
analogy,,C2,noun,
bias,,C2,noun,
bureaucracy,GOVERNMENT,C2,noun,
burial,,C2,noun,
cargo,,C2,noun,
catastrophe,,C2,noun,
chili,FOOD,C2,noun,
accommodations,,B2,noun,
belongings,,B2,noun,
bacteria,,C1,noun,
atmosphere,FEELING,B1,noun,
bottom,LOWEST POSITION,B1,noun,
background,SOUND,B2,noun,
act,FALSE BEHAVIOR,C2,noun,
air,QUALITY,C2,noun,
buzz,EXCITEMENT,C2,noun,
chill,COLD,C2,noun,
change,NEW EXPERIENCE,B1,noun,
begin,START TO HAPPEN,A1,verb,
come,ARRIVE,A1,verb,
arrive,REACH A PLACE,A2,verb,
chat,COMMUNICATE ONLINE,A2,verb,
close,PUBLIC PLACE,A2,verb,
appear,BE SEEN,B1,verb,
appear,SEEM,B1,verb,
apply,REQUEST,B1,verb,
blog,,B1,verb,
burn,PRODUCE FLAMES,B1,verb,
agree,SAY YES,B2,verb,
apply,AFFECT,B2,verb,
belong,RIGHT PLACE,B2,verb,
brake,,B2,verb,
climb,MOVE HIGHER,B2,verb,
collapse,OBJECT,B2,verb,
collapse,PERSON,B2,verb,
come,HAPPEN,B2,verb,
come,DIFFERENT STATE,B2,verb,
agree,BE THE SAME,C1,verb,
arise,,C1,verb,
beware,,C1,verb,
collaborate,,C1,verb,
bubble,LIQUID,C2,verb,
buzz,SOUND,C2,verb,
buzz,ENERGY,C2,verb,
clash,FIGHT,C2,verb,
clash,COLOR,C2,verb,
clash,EVENT,C2,verb,
coincide,HAPPEN TOGETHER,C2,verb,
coincide,BE THE SAME,C2,verb,
collapse,FAIL,C2,verb,
buy,,A1,verb,
check,MARK,A1,verb,
believe,THINK,A2,verb,
accompany,GO WITH,B1,verb,
admire,LOOK AT,B1,verb,
allow,GIVE PERMISSION,B1,verb,
answer,TEST,B1,verb,
change,IN STORE,B1,verb,
comb,,B1,verb,
abandon,LEAVE,B2,verb,
abolish,,B2,verb,
absorb,TAKE IN,B2,verb,
accept,ADMIT,B2,verb,
accept,ALLOW TO JOIN,B2,verb,
accuse,,B2,verb,
affect,CAUSE CHANGE,B2,verb,
amuse,KEEP INTERESTED,B2,verb,
approach,DEAL WITH,B2,verb,
balance,EQUAL IMPORTANCE,B2,verb,
block,PREVENT,B2,verb,
boost,,B2,verb,
catch,DISCOVER,B2,verb,
catch,CRIMINAL,B2,verb,
cause,,B2,verb,
chop,,B2,verb,
abandon,STOP DOING,C1,verb,
absorb,REMEMBER,C1,verb,
accomplish,,C1,verb,
acknowledge,ACCEPT,C1,verb,
address,DEAL WITH,C1,verb,
alarm,,C1,verb,
allocate,,C1,verb,
allow,TIME/MONEY,C1,verb,
anticipate,,C1,verb,
apply,USE,C1,verb,
assign,,C1,verb,
associate,TWO THINGS/PEOPLE,C1,verb,
assure,MAKE CERTAIN,C1,verb,
attain,,C1,verb,
block,CANNOT SEE,C1,verb,
bully,,C1,verb,
cap,,C1,verb,
classify,,C1,verb,
address,BUILDING DETAILS,C2,verb,
advocate,,C2,verb,
alert,,C2,verb,
allow,NOT PREVENT,C2,verb,
amend,,C2,verb,
appreciate,UNDERSTAND,C2,verb,
arouse,,C2,verb,
assemble,BUILD,C2,verb,
attach,INCLUDE,C2,verb,
back,SUPPORT,C2,verb,
bind,TIE,C2,verb,
bind,UNITE,C2,verb,
blackmail,,C2,verb,
block,STOP PROGRESS,C2,verb,
boast,HAVE,C2,verb,
carry,HAVE,C2,verb,
carry,SUPPORT,C2,verb,
chase,TRY,C2,verb,
cloud,,C2,verb,
color,AFFECT,C2,verb,
begin,START TO DO,A2,verb,
break,SEPARATE,A2,verb,
break,NOT WORK,A2,verb,
call,TELEPHONE,A2,verb,
change,DIFFERENT,A2,verb,
change,CLOTHES,A2,verb,
change,JOURNEY,A2,verb,
click,COMPUTER,A2,verb,
accept,AGREE TO TAKE,B1,verb,
agree,DECIDE,B1,verb,
attack,TRY TO HURT,B1,verb,
bite,,B1,verb,
boil,CONTAINER,B1,verb,
bounce,MOVE UP,B1,verb,
break,INTERRUPT,B1,verb,
burn,DESTROY,B1,verb,
charge,MONEY,B1,verb,
check,FIND OUT,B1,verb,
alter,,B2,verb,
balance,NOT FALLING,B2,verb,
bend,CURVE,B2,verb,
benefit,,B2,verb,
blink,EYES,B2,verb,
bother,MAKE AN EFFORT,B2,verb,
break,END,B2,verb,
burst,BREAK APART,B2,verb,
chew,EAT,B2,verb,
chew,BITE,B2,verb,
close,STOP OPERATING,B2,verb,
coach,,B2,verb,
collect,MONEY,B2,verb,
accelerate,HAPPEN,C1,verb,
accumulate,,C1,verb,
allow,MAKE POSSIBLE,C1,verb,
applaud,CLAP,C1,verb,
bet,,C1,verb,
broaden,,C1,verb,
cater,,C1,verb,
arch,,C2,verb,
assemble,GROUP,C2,verb,
battle,,C2,verb,
beat,SOUND,C2,verb,
break,BECOME KNOWN,C2,verb,
catch,STICK,C2,verb,
circle,MOVE,C2,verb,
click,SOUND,C2,verb,
air force,,B1,noun,
angel,,B1,noun,
bomb,,B1,noun,
chapel,,C2,noun,
bombing,,B2,noun,
assault,,C2,noun,
combat,,C2,noun,
bribe,,C1,verb,
assault,,C2,verb,
combat,,C2,verb,
boiling,,B2,adjective,natural world
bear,HAVE CHILD,C2,verb,body and health
asleep,FEELING,C2,adjective,body and health
awesome,GOOD,A2,adjective,describing things
blue,SAD,C2,adjective,people: personality
big,SUCCESSFUL,C1,adjective,
cast,LIGHT,C2,verb,
acceptable,GOOD ENOUGH,B1,adjective,describing things
capable,GOOD AT DOING THINGS,B2,adjective,people: personality
available,ABLE TO GET,A2,adjective,shopping
clinical,MEDICAL,C1,adjective,body and health
alphabetical,,B2,adjective,communication
additional,,B2,adjective,describing things
artificial,NOT NATURAL,B2,adjective,describing things
beneficial,,B2,adjective,describing things
chemical,,B2,adjective,natural world
coastal,,B2,adjective,natural world
artificial,NOT SINCERE,C2,adjective,people: personality
clinical,NO EMOTION,C2,adjective,people: personality
arrogant,,B2,adjective,people: personality
animated,FILM,B1,adjective,arts and media
addicted,DRUGS,B2,adjective,body and health
advanced,HIGHER LEVEL,A2,adjective,describing things
advanced,MODERN,B1,adjective,describing things
attached,CONNECTED TO,B2,adjective,describing things
barbecued,,B1,adjective,food and drink
boiled,,B1,adjective,food and drink
canned,,B2,adjective,food and drink
amazed,,B1,adjective,people: personality
annoyed,,B1,adjective,people: personality
ashamed,EMBARRASSED,B1,adjective,people: personality
bored,,B1,adjective,people: personality
addicted,LIKING,B2,adjective,people: personality
amused,FUNNY,B2,adjective,people: personality
astonished,,B2,adjective,people: personality
bad-tempered,,B2,adjective,people: personality
bothered,,B2,adjective,people: personality
animated,EXCITEMENT,C2,adjective,people: personality
closed,NOT ACCEPTING IDEAS,C2,adjective,people: personality
adopted,,B2,adjective,relationships
closed,BUSINESS/STORE,A1,adjective,shopping
better,HEALTHY,A1,adjective,body and health
better,HIGHER STANDARD,A1,adjective,describing things
beautiful,PLEASANT,A1,adjective,describing things
beautiful,ATTRACTIVE,A1,adjective,people: appearance
careful,,A2,adjective,people: personality
cheerful,HAPPY,B1,adjective,people: personality
cheerful,MAKING YOU FEEL HAPPY,B2,adjective,people: personality
artistic,RELATING TO ART,B2,adjective,arts and media
classic,,B2,adjective,arts and media
chronic,,C2,adjective,body and health
basic,MAIN,B1,adjective,describing things
basic,NECESSARY,B1,adjective,describing things
basic,SIMPLE,B1,adjective,describing things
authentic,,C1,adjective,describing things
academic,,B2,adjective,education
apologetic,,C2,adjective,people: personality
charismatic,,C2,adjective,people: personality
atomic,,B2,adjective,technology
automatic,MACHINE,B2,adjective,technology
amazing,GOOD,A2,adjective,describing things
amusing,,B1,adjective,describing things
appalling,,C2,adjective,describing things
boring,,A1,adjective,people: personality
amazing,SURPRISING,B1,adjective,people: personality
annoying,,B1,adjective,people: personality
charming,,B1,adjective,people: personality
astonishing,,B2,adjective,people: personality
caring,,B2,adjective,people: personality
circulation,NEWSPAPERS,C2,noun,arts and media
circulation,BLOOD,C2,noun,body and health
childish,SILLY,B2,adjective,people: personality
childish,OF A CHILD,B2,adjective,people: personality
capitalist,,C2,adjective,politics
active,VOLCANO,C1,adjective,natural world
attractive,BEAUTIFUL,A2,adjective,people: appearance
aggressive,VIOLENT,B2,adjective,people: personality
assertive,,C2,adjective,people: personality
careless,,B1,adjective,people: personality
actually,TRUTH,A2,adverb,communication
badly,VERY MUCH,A2,adverb,communication
badly,VERY SERIOUSLY,A2,adverb,communication
certainly,NO DOUBT,A2,adverb,communication
certainly,AGREE,A2,adverb,communication
clearly,EASY,A2,adverb,communication
absolutely,COMPLETELY,B1,adverb,communication
actually,SURPRISE,B1,adverb,communication
clearly,CERTAIN,B1,adverb,communication
actually,OPPOSITE,B2,adverb,communication
admittedly,,B2,adverb,communication
alternatively,,B2,adverb,communication
apparently,AS HEARD/READ,B2,adverb,communication
apparently,SEEMS TRUE,B2,adverb,communication
basically,MOSTLY,B2,adverb,communication
badly,LOW QUALITY,A2,adverb,describing things
approximately,,B1,adverb,describing things
adequately,,B2,adverb,describing things
badly,UNPLEASANT,B2,adverb,describing things
brightly,,B2,adverb,describing things
barely,,C1,adverb,describing things
beautifully,,B1,adverb,people: appearance
amazingly,,B1,adverb,people: personality
angrily,,B1,adverb,people: personality
bravely,,B1,adverb,people: personality
aggressively,,B2,adverb,people: personality
anxiously,,B2,adverb,people: personality
boldly,,B2,adverb,people: personality
brilliantly,,B2,adverb,people: personality
calmly,,B2,adverb,people: personality
carelessly,,B2,adverb,people: personality
cheerfully,,B2,adverb,people: personality
closely,CONNECTED,B2,adverb,relationships
automatically,MACHINE,B2,adverb,technology
arrangement,PLANS,B1,noun,people: actions
anxious,WORRIED,B1,adjective,people: personality
adventurous,,B2,adjective,people: personality
ambitious,PERSON,B2,adjective,people: personality
anxious,EAGER,B2,adjective,people: personality
cautious,,B2,adjective,people: personality
bloody,COVERED IN BLOOD,B2,adjective,body and health
chatty,WRITING,C1,adjective,communication
bulky,,C1,adjective,describing things
cloudy,,A2,adjective,natural world
chatty,PERSON,C1,adjective,people: personality
alcoholic,,B1,adjective,food and drink
alcoholic,PERSON,C2,adjective,people: personality
biological,,B2,adjective,animals
abstract,ART,B2,adjective,arts and media
all right,WELL,A2,adjective,body and health
alive,LIVING,B1,adjective,body and health
asleep,SLEEPING,B1,adjective,body and health
awake,,B1,adjective,body and health
blind,NO SIGHT,B1,adjective,body and health
bump,BODY,C1,noun,body and health
casual,CLOTHES,B1,adjective,clothes
brief,SHORT,B1,adjective,communication
absolute,,B2,adjective,communication
clichéd,,C2,adjective,communication
coherent,UNDERSTAND,C2,adjective,communication
anyway,DESPITE,A2,adverb,communication
anyway,CHANGE SUBJECT,A2,adverb,communication
back,REPLY,A2,adverb,communication
anyway,MORE IMPORTANTLY,B1,adverb,communication
besides,EXTRA REASON,B1,adverb,communication
anyhow,DESPITE,B2,adverb,communication
anyhow,EARLIER SUBJECT,B2,adverb,communication
anyhow,MORE IMPORTANTLY,B2,adverb,communication
anyhow,CHANGING STATEMENT,C1,adverb,communication
bracket,SYMBOL,C1,noun,communication
ban,,B2,verb,communication
bad,UNPLEASANT,A1,adjective,describing things
best,BETTER THAN ALL,A1,adjective,describing things
big,SIZE,A1,adjective,describing things
black,COLOR,A1,adjective,describing things
blue,COLOR,A1,adjective,describing things
brown,,A1,adjective,describing things
clean,NOT DIRTY,A1,adjective,describing things
close,NEAR,A1,adjective,describing things
average,USUAL,A2,adjective,describing things
awful,BAD,A2,adjective,describing things
back,AT BACK,A2,adjective,describing things
bad,LOW QUALITY,A2,adjective,describing things
bright,COLOR,A2,adjective,describing things
broken,DAMAGED,A2,adjective,describing things
clear,TRANSPARENT,A2,adjective,describing things
ancient,,B1,adjective,describing things
antique,,B1,adjective,describing things
average,AMOUNT,B1,adjective,describing things
bad,SEVERE,B1,adjective,describing things
bad,NOT LUCKY,B1,adjective,describing things
blank,EMPTY,B1,adjective,describing things
brand new,,B1,adjective,describing things
brilliant,VERY BRIGHT,B1,adjective,describing things
broad,WIDE,B1,adjective,describing things
clever,,B1,adjective,describing things
colorful,BRIGHT,B1,adjective,describing things
absurd,,B2,adjective,describing things
accurate,,B2,adjective,describing things
adequate,ENOUGH,B2,adjective,describing things
adequate,GOOD ENOUGH,B2,adjective,describing things
appropriate,,B2,adjective,describing things
approximate,,B2,adjective,describing things
bizarre,,B2,adjective,describing things
bold,EASY TO NOTICE,B2,adjective,describing things
breathtaking,,B2,adjective,describing things
circular,SHAPE,B2,adjective,describing things
abnormal,,C1,adjective,describing things
average,NOT EXCELLENT,C1,adjective,describing things
bare,NOT COVERED,C1,adjective,describing things
adjacent,,C2,adjective,describing things
awesome,SPECIAL,C2,adjective,describing things
bland,BORING,C2,adjective,describing things
bleak,COLD,C2,adjective,describing things
above,HIGHER POSITION,A1,adverb,describing things
back,RETURNING,A1,adverb,describing things
below,POSITION,A1,adverb,describing things
above,MORE,A2,adverb,describing things
across,,A2,adverb,describing things
anywhere,ANY PLACE,A2,adverb,describing things
around,TO/IN A PLACE,A2,adverb,describing things
away,DISTANCE FROM,A2,adverb,describing things
apart,SEPARATE,B1,adverb,describing things
around,IN A CIRCLE/CIRCULAR MOVEMENT,B1,adverb,describing things
away,INTO PLACE,B1,adverb,describing things
