index,level,syllable,headword
2.14,一级,xué,学
2.14,二级,rán,然
2.14,三级,yuē,约
2.13,高等,xiā,虾
2.13,三级,guī,规
2.13,二级,yán,言
2.13,一级,wán,玩
2.12,高等,biē,憋
2.12,四级,yáo,摇
2.11,五级,guō,锅
2.11,三级,mín,民
2.1,三级,fán,烦
2.1,二级,tóu,头
2.1,六级,móu,谋
2.1,高等,niē,捏
2.1,四级,lín,林
2.09,二级,hù,护
2.09,四级,cù,促
2.09,二级,jiē,接
2.09,二级,dù,度
2.09,一级,lù,路
2.09,二级,huò,或
2.09,六级,pù,铺
2.09,五级,tù,兔
2.09,二级,mù,目
2.09,一级,sù,诉
2.09,一级,lóu,楼
2.09,五级,pín,频
2.09,高等,tuò,拓
2.09,六级,xuè,血
2.09,六级,nù,怒
2.09,一级,nín,您
2.09,一级,bù,不
2.08,二级,wù,物
2.08,三级,xù,续
2.08,一级,qù,去
2.08,二级,jù,句
2.08,四级,guā,瓜
2.08,二级,rù,入
2.08,二级,yù,育
2.08,二级,fù,复
2.08,三级,kù,裤
2.08,二级,gù,故
2.07,五级,hóu,猴
2.07,三级,luò,落
2.07,一级,xiē,些
2.07,四级,ruò,弱
2.06,二级,chuī,吹
2.06,一级,zuó,昨
2.06,一级,guì,贵
2.06,二级,yín,银
2.06,二级,jiǎ,假
2.06,高等,róu,柔
2.05,二级,yóu,由
2.05,六级,nuò,诺
2.05,高等,chuō,戳
2.04,高等,kuí,魁
2.03,二级,zán,咱
2.03,二级,chù,处
2.03,一级,liù,六
2.02,高等,záo,凿
2.02,一级,zhù,住
2.02,六级,kuà,跨
2.01,五级,qín,琴
2.01,高等,miù,谬
2.0,三级,quē,缺
1.99,高等,guǎ,寡
1.99,一级,shù,树
1.99,一级,guò,过
1.98,六级,sū,苏
1.98,六级,pū,扑
1.98,二级,hū,忽
1.98,三级,dū,都
1.98,三级,tū,突
1.98,四级,cū,粗
1.98,二级,xū,须
1.97,三级,qū,区
1.97,三级,wū,屋
1.97,二级,kū,哭
1.97,三级,gū,姑
1.97,三级,fū,夫
1.97,二级,zū,租
1.97,四级,jū,居
1.96,五级,kuī,亏
1.96,一级,mèi,妹
1.95,一级,bèi,备
1.95,一级,lèi,累
1.95,高等,mèn,闷
1.94,三级,sài,赛
1.94,三级,nèi,内
1.94,高等,chuò,绰
1.94,高等,liū,溜
1.94,高等,xuē,靴
1.94,四级,bèn,笨
1.94,三级,pèi,配
1.93,高等,nèn,嫩
1.93,一级,chū,出
1.93,一级,jiù,就
1.93,高等,kuā,夸
1.93,四级,bài,败
1.93,高等,sào,臊
1.93,一级,zuì,最
1.93,三级,sàn,散
1.93,二级,mài,卖
1.93,五级,hèn,恨
1.93,一级,tài,太
1.92,一级,cài,菜
1.92,五级,nài,耐
1.92,二级,tào,套
1.92,高等,kuì,愧
1.92,二级,téng,疼
1.92,一级,bǐ,比
1.92,五级,diū,丢
1.92,一级,xǐ,洗
1.92,二级,bào,报
1.92,三级,dǐ,底
1.92,二级,wèi,位
1.92,三级,cǐ,此
1.92,三级,zhū,猪
1.92,五级,pǐ,匹
1.92,一级,bàn,半
1.92,一级,nǐ,你
1.92,一级,mǐ,米
1.92,六级,lài,赖
1.92,三级,sǐ,死
1.92,六级,tàn,叹
1.92,三级,mào,冒
1.92,高等,càn,灿
1.92,一级,tǐ,体
1.92,一级,rèn,认
1.92,一级,lǐ,里
1.92,一级,màn,慢
1.91,二级,yǐ,以
1.91,六级,méng,盟
1.91,四级,nào,闹
1.91,三级,pài,派
1.91,二级,dài,带
1.91,五级,nàn,难
1.91,二级,céng,层
1.91,一级,qǐ,起
1.91,三级,hài,害
1.91,四级,xiù,秀
1.91,一级,jǐ,几
1.91,一级,zǐ,子
1.91,五级,làn,烂
1.91,一级,wèn,问
1.91,高等,léng,棱
1.91,高等,lào,涝
1.9,一级,dàn,蛋
1.9,一级,péng,朋
1.9,一级,dào,到
1.9,一级,hàn,汉
1.9,一级,hào,号
1.9,三级,fèi,费
1.9,一级,néng,能
1.9,三级,pàn,判
1.9,六级,pào,泡
1.9,一级,shū,书
1.9,六级,héng,衡
1.9,一级,wài,外
1.89,三级,gài,概
1.89,三级,yàn,验
1.89,五级,rào,绕
1.89,三级,réng,仍
1.89,一级,yào,要
1.89,二级,fèn,份
1.89,二级,wàn,万
1.88,一级,gào,告
1.88,六级,qié,茄
1.88,一级,gàn,干
1.88,一级,zuò,坐
1.88,四级,chǐ,尺
1.87,二级,kào,靠
1.87,二级,zhǐ,纸
1.87,一级,fàn,饭
1.87,高等,kuǎ,垮
1.87,四级,kuò,扩
1.87,一级,kàn,看
1.86,高等,féng,逢
1.86,三级,qiè,切
1.86,六级,qià,恰
1.85,二级,shǐ,使
1.85,四级,jiū,究
1.84,高等,suǐ,髓
1.83,一级,qiú,球
1.83,一级,zài,在
1.83,四级,zàn,赞
1.83,一级,xiū,休
1.82,三级,zào,造
1.82,二级,chén,晨
1.82,五级,huǐ,悔
1.82,二级,tuǐ,腿
1.82,一级,tóng,同
1.81,六级,cáng,藏
1.81,二级,táng,堂
1.81,三级,nóng,农
1.81,一级,máng,忙
1.81,一级,cóng,从
1.81,三级,lóng,龙
1.8,一级,páng,旁
1.8,高等,náng,囊
1.8,三级,róng,容
1.8,二级,hóng,红
1.8,二级,háng,行
1.8,四级,láng,郎
1.79,二级,wáng,王
1.79,高等,qiā,掐
1.78,高等,cuō,搓
1.78,一级,míng,名
1.78,二级,yáng,阳
1.78,二级,tíng,停
1.78,高等,cuī,催
1.77,五级,guǐ,鬼
1.77,三级,lián,连
1.77,高等,káng,扛
1.77,四级,liáo,疗
1.77,一级,fáng,房
1.77,一级,líng,零
1.77,二级,píng,平
1.77,四级,níng,宁
1.76,四级,qiē,切
1.76,一级,xíng,行
1.75,二级,yíng,迎
1.75,高等,qiǎ,卡
1.75,五级,cuì,脆
1.74,高等,chán,缠
1.74,五级,chái,柴
1.73,二级,qíng,情
1.73,三级,cháo,朝
1.72,一级,cuò,错
1.7,高等,nüè,虐
1.7,五级,chóu,愁
1.7,六级,lüè,略
1.7,二级,zuǐ,嘴
1.69,高等,tún,屯
1.69,三级,cún,存
1.69,高等,bèng,蹦
1.69,六级,zhái,宅
1.69,四级,mèng,梦
1.69,四级,lún,轮
1.69,高等,cèng,蹭
1.69,高等,lèng,愣
1.68,四级,zháo,着
1.68,四级,xún,寻
1.68,六级,tàng,趟
1.68,五级,bàng,棒
1.68,二级,pèng,碰
1.68,高等,hèng,横
1.68,高等,hún,浑
1.68,六级,sàng,丧
1.68,高等,dèng,瞪
1.67,三级,pàng,胖
1.67,三级,làng,浪
1.67,六级,dàng,档
1.67,二级,gèng,更
1.67,二级,yún,云
1.66,六级,fèng,奉
1.66,一级,wàng,忘
1.66,一级,yàng,样
1.66,高等,gàng,杠
1.66,二级,ràng,让
1.65,一级,fàng,放
1.65,六级,kàng,抗
1.65,高等,zhuó,卓
1.65,二级,liàn,练
1.65,高等,zhóu,轴
1.65,四级,liào,料
1.65,三级,qún,群
1.64,四级,ěr,耳
1.64,一级,yě,也
1.64,三级,chèn,衬
1.64,五级,mián,眠
1.64,五级,zèng,赠
1.64,四级,miáo,描
1.64,一级,kě,渴
1.64,高等,rě,惹
1.63,二级,qiū,秋
1.62,六级,zàng,脏
1.62,高等,liě,咧
1.62,高等,chàn,颤
1.62,高等,chě,扯
1.62,二级,chéng,成
1.61,五级,bīn,宾
1.61,一级,shéi,谁
1.61,二级,zhě,者
1.61,一级,shén,什
1.6,五级,pīn,拼
1.6,一级,xīn,新
1.6,高等,līn,拎
1.6,五级,shě,舍
1.59,二级,liáng,凉
1.59,四级,zhèn,阵
1.59,二级,tiě,铁
1.59,二级,duàn,段
1.59,二级,yīn,因
1.58,六级,zhài,债
1.58,一级,jiě,姐
1.58,一级,zhàn,站
1.58,二级,zhào,照
1.57,三级,qīn,亲
1.57,一级,xiě,写
1.57,一级,jīn,今
1.57,二级,chóng,重
1.56,一级,cháng,常
1.56,二级,diào,掉
1.56,一级,diàn,电
1.55,六级,sháo,勺
1.55,高等,piě,撇
1.55,一级,miàn,面
1.55,五级,sōu,搜
1.54,高等,pōu,剖
1.54,一级,dōu,都
1.54,五级,tōu,偷
1.54,六级,miào,妙
1.53,三级,yōu,优
1.53,二级,shóu,熟
1.53,五级,gōu,沟
1.52,高等,kōu,抠
1.52,二级,xuě,雪
1.5,三级,tián,甜
1.5,二级,liàng,亮
1.5,一级,tiáo,条
1.49,四级,shèn,甚
1.49,高等,chèng,秤
1.49,四级,chún,纯
1.48,四级,shài,晒
1.48,六级,sāi,塞
1.48,高等,bāi,掰
1.48,一级,chàng,唱
1.48,高等,tāi,胎
1.48,三级,shàn,善
1.48,一级,sān,三
1.48,一级,shào,绍
1.47,一级,bāo,包
1.47,高等,dīng,丁
1.47,一级,bān,班
1.47,一级,tīng,听
1.47,高等,shéng,绳
1.47,高等,hān,酣
1.47,高等,lāo,捞
1.47,五级,cāi,猜
1.47,高等,tān,贪
1.47,六级,tāo,掏
1.47,高等,wāi,歪
1.47,二级,māo,猫
1.47,高等,sāo,骚
1.47,五级,dāi,呆
1.47,高等,pīng,乒
1.47,三级,pāi,拍
1.47,二级,cān,参
1.47,二级,dān,单
1.47,高等,pāo,抛
1.47,三级,dāo,刀
1.47,一级,xīng,星
1.47,四级,cāo,操
1.47,高等,pān,攀
1.47,四级,bīng,兵
1.46,一级,zhèng,正
1.46,一级,gān,干
1.46,三级,yān,烟
1.46,二级,gāi,该
1.46,二级,suàn,算
1.46,一级,yuán,元
1.46,一级,kāi,开
1.46,二级,yīng,应
1.46,二级,yāo,要
1.46,一级,gāo,高
1.46,四级,wān,弯
1.45,四级,zhàng,丈
1.45,一级,jīng,京
1.45,二级,qiě,且
1.45,四级,sōng,松
1.45,二级,qīng,轻
1.45,二级,tōng,通
1.45,六级,kān,刊
1.45,四级,fān,翻
1.44,高等,hōng,烘
1.44,五级,cōng,聪
1.44,一级,dōng,东
1.44,五级,zāo,糟
1.44,五级,zāi,灾
1.43,一级,gōng,工
1.43,四级,huái,怀
1.43,三级,tiào,跳
1.43,一级,huán,还
1.43,五级,yōng,拥
1.43,二级,kōng,空
1.42,三级,tuán,团
1.42,六级,pìn,聘
1.42,高等,lìn,赁
1.42,二级,xìn,信
1.42,一级,shuí,谁
1.41,四级,zōng,综
1.41,二级,yìn,印
1.4,一级,jìn,进
1.39,二级,pǔ,普
1.39,三级,kǔ,苦
1.39,三级,mǔ,母
1.39,四级,fǔ,府
1.39,四级,dǔ,堵
1.39,一级,yuàn,院
1.39,五级,hǔ,虎
1.39,一级,yǔ,雨
1.39,高等,lǔ,鲁
1.39,二级,zǔ,组
1.39,二级,xǔ,许
1.39,二级,qǔ,取
1.39,四级,chōu,抽
1.39,三级,bǔ,补
1.39,一级,wǔ,五
1.39,三级,zhuī,追
1.39,二级,nǔ,努
1.39,二级,jǔ,举
1.39,三级,tǔ,土
1.39,六级,rǔ,乳
1.39,三级,gǔ,古
1.38,高等,luán,孪
1.38,高等,mǒ,抹
1.38,高等,liǔ,柳
1.38,三级,shèng,胜
1.38,五级,ǒu,偶
1.38,一级,wǒ,我
1.38,二级,chǔ,楚
1.37,二级,zhǔ,主
1.37,一级,bāng,帮
1.37,二级,dāng,当
1.37,二级,biàn,变
1.37,五级,duǒ,朵
1.37,高等,pāng,乓
1.37,高等,sāng,桑
1.37,一级,huài,坏
1.37,一级,shàng,上
1.37,二级,shǔ,数
1.37,一级,zhuō,桌
1.37,二级,zhōu,周
1.37,三级,tāng,汤
1.37,一级,nián,年
1.37,二级,huàn,换
1.37,六级,cāng,仓
1.36,高等,jiáo,嚼
1.36,高等,wāng,汪
1.36,二级,gāng,刚
1.36,五级,yāng,央
1.36,二级,kāng,康
1.36,二级,suǒ,所
1.36,一级,fāng,方
1.35,一级,jiǔ,九
1.35,高等,mēn,闷
1.35,高等,lēi,勒
1.35,六级,niǔ,扭
1.35,六级,bēn,奔
1.35,四级,sēn,森
1.35,高等,xiǔ,朽
1.35,一级,huǒ,火
1.35,高等,tuǒ,妥
1.35,一级,bēi,杯
1.34,二级,chāo,超
1.34,高等,pēi,胚
1.34,三级,wēi,危
1.34,二级,wēn,温
1.34,高等,luǒ,裸
1.34,二级,zāng,脏
1.34,五级,chāi,拆
1.34,二级,hēi,黑
1.34,一级,fēi,非
1.34,二级,huáng,黄
1.34,高等,chān,掺
1.34,五级,pēn,喷
1.34,一级,gēn,跟
1.33,高等,nìng,宁
1.33,二级,dìng,定
1.33,一级,xìng,兴
1.33,三级,luàn,乱
1.33,三级,mìng,命
1.33,三级,lìng,另
1.33,一级,bìng,病
1.33,一级,fēn,分
1.33,一级,guǒ,果
1.32,高等,zhān,沾
1.32,高等,xiáo,淆
1.32,四级,xián,咸
1.32,高等,niào,尿
1.32,三级,niàn,念
1.32,五级,zhāi,摘
1.32,四级,zhāo,招
1.32,六级,duān,端
1.32,三级,chōng,充
1.32,二级,yìng,应
1.31,高等,diāo,叼
1.31,三级,zhuā,抓
1.31,一级,jiàn,见
1.31,一级,jìng,净
1.31,高等,diān,颠
1.31,一级,jiào,叫
1.31,三级,qìng,庆
1.3,一级,zhōng,中
1.3,一级,zuǒ,左
1.3,二级,shōu,收
1.29,一级,mǎi,买
1.29,高等,huàng,晃
1.29,三级,cǎi,采
1.29,六级,cǎn,惨
1.29,二级,mǎn,满
1.29,一级,lǎo,老
1.29,一级,pǎo,跑
1.29,五级,tǎn,坦
1.29,一级,nǎi,奶
1.29,二级,hǎn,喊
1.29,四级,sǎo,扫
1.29,五级,dǎn,胆
1.29,高等,dǎi,歹
1.29,三级,niáng,娘
1.29,二级,cǎo,草
1.29,二级,tǎo,讨
1.29,四级,sǎn,伞
1.29,二级,dǎo,倒
1.29,五级,lǎn,览
1.29,一级,bǎi,百
1.29,二级,bǎn,板
1.29,二级,hǎi,海
1.29,一级,nǎo,脑
1.29,二级,bǎo,饱
1.28,二级,gǎn,感
1.28,高等,sòu,嗽
1.28,五级,rǎn,染
1.28,一级,kǎo,考
1.28,五级,yǎo,咬
1.28,五级,gǎo,搞
1.28,五级,rǎo,扰
1.28,三级,fǎn,反
1.28,高等,kǎn,砍
1.28,高等,kǎi,凯
1.28,二级,gǎi,改
1.28,二级,yǎn,眼
1.28,四级,tòu,透
1.28,一级,wǎn,晚
1.28,一级,hǎo,好
1.27,一级,ròu,肉
1.27,四级,zǎi,载
1.27,六级,mēng,蒙
1.27,高等,còu,凑
1.27,高等,zhuì,坠
1.27,四级,dòu,斗
1.27,一级,hòu,后
1.27,二级,gòu,够
1.27,一级,yòu,右
1.27,一级,xiàn,现
1.27,高等,sēng,僧
1.27,高等,bēng,崩
1.27,一级,xiào,笑
1.27,五级,lòu,漏
1.26,一级,fēng,风
1.26,六级,kòu,扣
1.26,高等,pēng,抨
1.26,一级,shān,山
1.26,六级,chāng,昌
1.26,高等,shāi,筛
1.26,二级,dēng,灯
1.26,高等,kēng,坑
1.26,高等,zǎn,攒
1.26,五级,gēng,更
1.26,高等,wēng,翁
1.26,一级,zǎo,早
1.26,高等,hēng,哼
1.26,五级,rēng,扔
1.26,四级,shāo,烧
1.25,五级,xiáng,详
1.25,三级,zhāng,张
1.25,高等,niàng,酿
1.25,五级,xióng,雄
1.25,四级,suān,酸
1.25,一级,shuō,说
1.25,三级,zēng,增
1.25,六级,zòu,奏
1.25,二级,pián,便
1.24,四级,jiàng,降
1.23,一级,tiān,天
1.23,一级,zhēn,真
1.23,四级,tiāo,挑
1.22,六级,bǎng,榜
1.22,二级,nòng,弄
1.22,一级,sòng,送
1.22,三级,tòng,痛
1.22,五级,lǎng,朗
1.22,高等,sǎng,嗓
1.22,四级,tǎng,躺
1.22,高等,mǎng,莽
1.21,二级,piàn,片
1.21,高等,hòng,哄
1.21,二级,quán,全
1.21,一级,piào,票
1.21,三级,liǎo,了
1.21,高等,yuān,冤
1.21,三级,fǎng,访
1.21,一级,yòng,用
1.21,二级,yǎng,养
1.21,二级,gòng,共
1.21,一级,dòng,动
1.21,二级,xiàng,向
1.21,一级,wǎng,网
1.21,高等,rǎng,嚷
1.21,六级,gǎng,岗
1.21,五级,dǎng,挡
1.21,二级,kòng,空
1.21,二级,liǎn,脸
1.2,三级,chǎo,吵
1.2,三级,chǎn,产
1.2,三级,guài,怪
1.2,六级,zòng,纵
1.2,二级,guàn,惯
1.2,四级,shuā,刷
1.19,三级,biāo,标
1.19,一级,shāng,商
1.19,一级,huān,欢
1.19,五级,chòu,臭
1.19,一级,biān,边
1.18,五级,quàn,劝
1.18,一级,shēn,身
1.18,一级,zhǎo,找
1.18,高等,zhǎi,窄
1.18,三级,zhǎn,展
1.18,二级,chēng,称
1.18,二级,duǎn,短
1.17,三级,zhēng,争
1.17,高等,zhòu,皱
1.17,五级,miǎo,秒
1.17,高等,zhuǎ,爪
1.17,四级,miǎn,免
1.17,一级,shuì,睡
1.17,一级,diǎn,点
1.15,一级,liǎng,两
1.15,一级,jiān,间
1.15,二级,chuán,船
1.15,一级,jiāo,教
1.14,四级,shǎn,闪
1.14,一级,shǎo,少
1.14,一级,chǎng,场
1.14,五级,huāng,慌
1.14,四级,guàng,逛
1.14,四级,juàn,卷
1.14,六级,chòng,冲
1.13,二级,shòu,受
1.13,一级,zhòng,重
1.13,一级,xiān,先
1.13,二级,zhǎng,长
1.12,高等,chuài,踹
1.12,三级,xiāo,消
1.12,一级,shēng,生
1.12,六级,chuàn,串
1.11,四级,xiōng,兄
1.11,高等,tiǎn,舔
1.11,六级,xuán,悬
1.11,四级,tiǎo,挑
1.1,三级,jiāng,将
1.1,一级,yuǎn,远
1.1,一级,chuáng,床
1.09,五级,shuò,硕
1.09,四级,huǎn,缓
1.09,高等,shuǎ,耍
1.09,四级,shǎng,赏
1.08,二级,biǎo,表
1.08,高等,gùn,棍
1.08,三级,kùn,困
1.08,二级,yùn,运
1.08,高等,guāi,乖
1.08,四级,cùn,寸
1.08,高等,xuàn,炫
1.08,二级,xiāng,相
1.08,三级,xùn,训
1.08,二级,lùn,论
1.08,五级,rùn,润
1.08,高等,piāo,飘
1.08,二级,piān,篇
1.08,六级,hùn,混
1.08,三级,dùn,顿
1.08,六级,biǎn,扁
1.07,三级,chuàng,创
1.07,一级,guān,关
1.07,高等,jùn,俊
1.07,五级,ruǎn,软
1.06,二级,niǎo,鸟
1.06,二级,jiǎn,检
1.06,高等,luǎn,卵
1.05,三级,nuǎn,暖
1.05,二级,jiǎo,角
1.05,四级,quān,圈
1.04,高等,huǎng,谎
1.03,三级,guāng,光
1.03,高等,zuàn,钻
1.03,一级,xiǎo,小
1.03,三级,xiǎn,显
1.03,六级,juān,捐
1.02,一级,kuài,快
1.01,高等,chuāi,揣
1.01,二级,jiǎng,讲
1.01,一级,chuān,穿
1.0,五级,kuáng,狂
0.99,一级,xiǎng,想
0.99,一级,guǎn,馆
0.99,六级,guǎi,拐
0.98,四级,sūn,孙
0.98,三级,xuān,宣
0.98,二级,shùn,顺
0.98,三级,kuàng,况
0.97,五级,dūn,吨
0.97,高等,lūn,抡
0.97,高等,kūn,昆
0.97,三级,hūn,婚
0.97,三级,cūn,村
0.97,四级,jūn,均
0.97,高等,xūn,勋
0.97,四级,chuāng,窗
0.97,高等,quǎn,犬
0.97,六级,yūn,晕
0.97,六级,tūn,吞
0.96,五级,zūn,尊
0.95,四级,juǎn,卷
0.95,二级,guǎng,广
0.94,六级,zuān,钻
0.94,高等,chuǎi,揣
0.94,高等,chuǎn,喘
0.93,二级,chūn,春
0.93,四级,kuān,宽
0.92,五级,mǐn,敏
0.91,三级,pǐn,品
0.91,四级,yǐn,引
0.91,三级,jǐn,仅
0.91,高等,qǐn,寝
0.91,二级,xuǎn,选
0.9,五级,chuǎng,闯
0.9,高等,kuāng,筐
0.88,一级,yǐng,影
0.88,五级,bǐng,饼
0.88,一级,qǐng,请
0.88,二级,tǐng,挺
0.88,高等,nǐng,拧
0.88,四级,dǐng,顶
0.88,四级,xǐng,醒
0.88,三级,jǐng,景
0.88,三级,lǐng,领
0.87,一级,qián,前
0.87,五级,kuǎn,款
0.87,三级,qiáo,桥
0.85,高等,qiào,俏
0.85,五级,qiàn,欠
0.84,二级,qiáng,墙
0.84,四级,qióng,穷
0.83,高等,qiàng,呛
0.82,高等,cuàn,窜
0.82,一级,shuǐ,水
0.81,二级,lǜ,绿
0.79,五级,qiāo,悄
0.79,二级,qiān,千
0.77,五级,qiāng,枪
0.75,四级,qiǎn,浅
0.75,三级,qiǎo,巧
0.72,五级,qiǎng,抢
0.64,高等,fěi,匪
0.64,三级,měi,每
